project_id,sprint,velocity,progress,blocked,reopened,scope_change,defects,lead_time,throughput,delay
34,12,31.82,68.32,3,0,11.83,5,11.22,24.5,1
1,7,43.16,63.92,2,2,13.14,3,15.61,31.8,0
10,5,56.24,84.82,1,0,3.42,3,9.48,38.63,1
21,8,45.3,61.21,4,1,6.35,3,8.26,36.64,1
5,4,10.0,83.45,6,1,4.99,2,9.45,28.73,1
2,12,47.14,71.75,6,1,4.03,1,11.41,40.49,0
22,10,20.53,69.66,1,0,2.38,1,12.59,42.26,0
48,7,33.94,88.68,3,2,7.57,0,9.77,36.57,0
57,6,28.96,55.02,3,1,6.37,3,9.4,11.03,1
2,5,66.99,67.67,4,2,8.72,3,13.77,6.1,1
10,4,71.7,100.0,1,1,9.77,4,8.7,22.79,0
34,7,55.12,100.0,3,2,2.08,2,10.47,16.84,0
16,12,46.55,47.78,2,0,16.35,5,9.29,48.19,1
48,5,50.43,67.39,3,2,29.89,3,9.7,31.84,1
51,5,66.98,75.94,6,1,10.89,4,11.22,22.9,1
39,1,20.25,53.83,1,1,6.98,3,11.17,35.44,0
22,2,33.87,100.0,1,1,14.65,0,8.48,13.75,1
12,5,65.06,75.44,1,1,1.93,6,13.02,41.46,0
24,3,68.18,72.21,2,0,9.34,3,8.87,42.98,0
47,2,58.85,80.72,7,5,13.1,1,9.09,24.59,1
40,4,34.33,80.48,2,1,4.34,3,12.86,28.54,1
38,4,64.84,62.18,2,1,11.06,5,12.35,24.24,1
59,4,70.42,94.73,3,3,10.61,3,10.55,33.12,1
10,4,60.77,77.43,1,0,16.48,6,10.41,25.38,1
35,3,12.59,94.63,2,1,5.71,1,9.38,31.38,1
51,12,51.87,66.37,1,0,8.2,1,9.69,32.31,0
49,7,58.78,48.06,2,1,3.08,0,7.55,16.99,1
32,9,42.27,96.56,2,3,7.55,7,21.72,46.77,1
7,12,52.8,86.11,2,4,12.65,1,12.96,39.49,0
21,5,42.3,92.52,2,1,13.72,3,8.44,28.62,0
20,4,37.08,93.45,1,3,5.03,4,11.86,20.29,1
26,11,72.66,75.29,1,0,11.09,4,3.24,32.36,0
4,2,53.23,69.5,3,0,9.1,3,8.23,42.17,1
46,2,33.41,73.62,2,1,2.28,2,15.37,11.63,1
52,5,29.35,83.27,5,2,7.33,2,18.34,22.74,1
22,7,37.09,79.16,2,2,4.02,2,7.72,30.51,1
15,10,37.17,47.56,2,1,4.53,4,12.03,44.94,1
56,10,52.2,73.22,2,2,4.23,5,7.94,30.34,1
40,9,57.28,96.21,1,2,4.0,5,14.3,27.63,1
21,7,57.27,74.98,2,2,10.66,3,4.1,33.1,0
15,5,38.75,100.0,1,1,5.98,5,11.49,40.39,1
22,10,63.81,60.58,3,2,6.53,1,4.93,31.49,0
52,10,68.42,80.23,2,2,8.58,4,9.66,22.93,1
28,10,46.1,60.22,1,0,4.47,3,8.99,38.4,0
14,6,34.52,62.17,0,2,16.57,0,10.41,38.8,1
27,11,51.5,62.31,2,2,10.1,3,15.81,46.13,1
41,12,82.4,100.0,3,1,3.94,3,12.34,32.65,0
40,3,34.13,71.22,0,0,9.06,6,10.42,26.58,1
58,5,42.11,64.46,1,1,3.63,8,10.51,24.52,1
28,8,50.86,74.96,0,1,12.26,2,10.99,23.34,1
26,1,58.12,71.66,1,2,4.21,2,13.41,17.99,1
49,12,20.22,87.17,2,2,5.88,5,11.86,32.31,1
2,1,69.59,44.41,5,0,5.61,1,15.54,52.61,1
25,7,69.38,60.68,1,3,6.04,5,6.34,54.75,1
56,5,43.63,87.7,3,1,15.08,1,9.63,17.22,1
3,5,90.6,67.67,0,2,2.83,2,9.88,34.41,0
8,1,68.42,63.68,3,0,5.89,6,9.11,29.06,1
44,9,67.62,63.0,1,1,8.22,2,10.1,27.07,1
33,1,67.81,85.85,2,1,5.57,1,11.84,32.83,1
42,5,67.38,85.2,1,1,11.18,0,6.3,47.23,1
52,10,49.67,89.36,3,2,9.18,4,1.09,37.48,0
35,9,48.19,57.56,2,0,1.67,5,11.62,37.89,1
6,4,35.85,56.67,2,2,12.7,3,6.96,17.41,1
39,8,41.34,92.06,1,0,2.61,0,5.28,34.48,0
52,6,45.34,78.08,2,0,3.21,4,9.34,29.6,0
23,11,50.98,65.91,2,1,12.28,4,16.83,43.03,1
25,3,73.97,72.64,2,2,8.94,5,16.33,18.91,1
59,4,18.46,56.49,1,0,1.7,3,9.36,16.3,1
50,2,70.17,67.06,1,3,0.66,6,4.74,37.0,0
43,1,34.82,77.39,1,0,9.29,4,14.08,39.89,1
19,8,48.43,80.32,1,1,9.99,5,18.13,34.24,1
5,1,39.13,73.69,3,1,3.58,1,17.05,48.79,1
51,11,77.81,72.15,1,1,1.65,2,10.05,21.78,1
11,1,42.5,86.0,2,1,6.03,4,12.19,26.85,1
56,4,57.82,73.48,0,0,5.0,2,11.99,11.6,1
12,10,58.6,68.29,2,1,5.39,3,10.95,24.84,0
10,12,32.6,63.57,1,1,6.66,1,7.56,23.78,0
8,10,48.55,48.49,3,1,10.66,3,6.12,33.15,0
24,6,68.06,84.75,1,0,11.93,6,13.8,35.92,1
28,9,36.9,96.95,4,1,4.2,3,10.97,26.94,1
41,1,62.43,62.6,2,0,6.79,2,12.09,41.33,0
36,7,45.03,55.95,6,0,5.21,5,8.46,30.5,1
37,10,67.45,65.66,6,0,23.99,3,7.63,58.78,0
21,11,76.21,79.36,3,3,1.82,3,3.19,27.99,0
8,5,19.88,67.42,1,4,10.06,1,2.68,38.98,1
55,12,29.93,67.16,0,0,9.6,2,14.02,13.33,1
9,8,43.42,73.76,2,1,7.69,3,17.38,46.9,1
47,7,71.98,76.51,2,0,3.74,4,10.34,27.16,1
15,4,57.99,80.52,2,0,2.77,6,10.34,47.64,1
48,4,31.33,70.57,2,1,12.29,1,7.24,26.4,1
46,6,60.18,70.31,2,1,20.32,1,5.73,26.24,1
40,6,36.29,46.17,2,1,2.17,4,7.55,34.9,1
18,9,63.06,89.04,0,2,5.1,2,16.11,31.84,0
42,12,58.08,78.79,0,1,4.6,6,18.65,14.01,1
20,5,36.23,97.67,3,2,9.87,4,5.31,9.3,1
6,8,49.01,82.67,4,1,12.91,6,13.11,38.34,1
12,5,68.37,73.9,3,2,2.71,7,15.38,34.36,1
2,2,21.62,52.71,1,2,11.41,1,8.32,36.28,1
7,6,54.52,50.49,1,5,5.24,5,10.93,38.88,1
16,9,33.4,90.73,2,0,15.97,2,6.82,22.7,1
3,3,49.76,83.42,0,2,16.53,6,14.62,24.64,0
45,1,56.87,96.98,1,4,4.76,7,12.75,16.42,1
3,1,80.2,88.97,10,0,2.0,3,4.52,27.0,1
27,3,49.61,69.43,3,4,3.6,0,9.03,38.84,1
50,10,71.98,40.5,2,1,5.29,4,8.5,25.94,1
43,5,37.39,84.07,1,1,13.18,2,15.9,30.08,1
40,3,42.57,59.76,2,0,10.38,5,11.11,34.94,1
38,9,58.81,72.24,0,4,0.69,5,9.17,20.5,1
33,8,53.03,81.18,2,2,3.45,0,14.19,24.69,1
28,3,45.07,65.54,2,1,11.92,1,3.4,38.29,0
1,9,44.67,62.62,5,1,6.4,3,4.06,15.2,1
55,6,70.0,70.39,0,0,4.63,0,16.39,29.86,1
8,7,45.67,44.31,5,1,3.42,3,8.44,36.8,1
37,4,34.69,59.49,6,1,14.89,8,7.32,33.81,1
32,4,37.18,59.28,2,2,8.4,0,8.79,34.93,1
48,12,60.05,71.46,3,1,11.04,1,18.12,26.3,1
43,2,83.85,60.79,1,1,5.06,3,14.36,22.0,0
37,5,42.14,67.26,4,1,5.11,1,4.06,35.57,0
4,8,82.23,68.33,3,0,9.22,6,10.7,33.86,1
30,7,49.84,100.0,0,2,20.72,6,7.12,35.83,0
6,7,45.8,86.54,4,1,14.6,3,15.05,16.85,1
46,6,36.35,73.19,2,0,13.07,2,5.69,18.89,0
54,3,47.03,81.74,3,2,4.31,4,11.81,24.41,1
19,5,38.66,88.81,1,0,8.15,3,8.96,26.63,1
32,1,37.45,79.32,3,1,5.77,3,10.17,33.45,0
9,7,25.22,59.49,0,0,15.77,1,11.21,20.93,1
12,9,76.49,72.94,2,1,4.82,2,14.57,29.12,1
11,1,65.97,60.36,1,0,15.8,6,7.32,37.84,0
46,2,54.07,70.06,3,2,3.71,6,5.48,28.98,0
55,3,47.84,72.62,2,3,2.47,3,11.76,39.74,1
16,3,49.92,90.79,3,1,7.61,5,6.43,28.7,1
1,8,38.35,63.09,3,2,4.36,4,11.88,36.4,1
45,7,32.99,61.89,1,2,8.45,1,9.48,52.21,1
55,6,60.76,64.25,5,3,10.47,7,6.38,43.42,1
53,10,46.07,65.86,1,2,16.07,4,5.92,12.14,1
21,10,54.89,70.23,1,1,0.15,3,13.08,38.98,1
30,11,25.06,79.94,1,1,3.61,8,9.33,40.18,1
13,4,45.27,63.22,2,2,2.66,2,6.34,40.44,1
34,9,32.7,76.72,0,4,4.59,2,9.76,17.86,0
4,1,57.26,76.91,1,2,1.95,2,6.7,34.64,0
28,11,64.93,83.31,3,0,11.55,2,10.97,23.3,1
38,2,71.9,71.84,2,1,15.94,2,11.64,27.39,1
58,4,40.57,87.48,2,0,5.11,1,10.29,35.56,1
31,3,33.08,80.54,2,0,13.53,2,8.28,19.13,0
59,1,43.72,79.86,3,1,8.99,3,5.47,33.97,1
55,5,39.51,66.74,2,0,20.98,1,10.65,20.88,1
27,7,56.47,79.12,0,0,8.59,2,6.41,6.69,1
5,2,28.96,80.28,2,1,4.32,4,7.67,41.32,1
25,5,23.68,66.04,5,1,3.14,2,9.84,25.59,1
3,6,44.8,92.91,4,1,9.18,3,11.53,28.76,1
33,11,60.9,100.0,3,0,4.36,5,16.21,56.71,1
4,7,34.59,65.14,2,0,6.22,3,7.15,37.01,0
25,1,62.74,67.95,1,2,3.27,2,7.77,39.51,0
20,7,55.48,68.32,1,1,10.46,7,2.57,30.44,0
34,4,73.2,55.36,0,1,7.69,2,10.55,20.33,1
26,8,37.97,61.86,2,1,6.67,4,5.22,35.45,0
5,4,25.9,87.86,2,0,13.18,2,13.47,41.77,1
35,6,58.98,73.77,2,1,7.39,1,11.19,35.82,0
28,9,54.2,100.0,1,0,12.22,4,5.17,46.89,0
29,5,53.04,70.67,2,2,10.85,1,9.84,30.27,1
9,12,34.28,81.25,2,2,12.95,2,10.1,37.86,1
52,4,61.63,61.44,1,0,12.89,4,14.7,40.11,1
38,8,40.5,73.35,4,2,12.96,3,11.77,31.7,1
50,9,53.03,76.32,4,1,13.68,2,6.8,18.93,1
6,4,43.11,43.44,1,2,10.98,3,17.06,50.36,1
19,3,55.32,62.63,4,0,8.55,1,5.56,28.82,0
44,8,32.07,84.54,3,2,6.35,2,16.88,30.77,1
57,5,57.5,83.74,0,1,8.28,7,10.25,27.3,1
11,2,59.86,56.27,0,0,3.56,1,4.78,26.56,1
2,10,51.74,69.59,6,1,7.78,4,7.03,36.89,1
47,9,74.66,39.46,3,2,5.43,1,11.92,17.5,1
44,3,53.11,74.95,1,1,15.26,2,15.23,14.25,1
44,12,63.78,93.9,2,1,10.46,4,6.74,31.97,0
9,2,51.39,94.55,4,0,10.75,3,8.04,34.55,0
21,1,62.44,94.02,2,1,8.2,0,5.89,21.69,0
24,8,27.0,82.9,5,1,10.48,2,7.5,21.12,1
34,11,50.49,92.37,1,2,9.5,4,7.05,24.31,0
22,3,33.1,72.16,4,2,6.78,3,7.31,46.71,1
3,7,52.11,67.17,0,4,7.5,5,10.95,35.7,1
12,1,55.76,92.11,2,1,9.6,4,6.61,18.31,0
28,1,62.11,79.33,2,1,8.57,2,10.17,26.75,0
30,12,57.35,48.07,1,0,2.11,7,16.41,21.81,1
26,9,44.95,93.25,1,1,7.17,4,4.99,6.34,1
48,12,38.7,71.7,2,2,5.39,1,13.12,30.86,1
21,8,14.86,64.99,2,2,7.18,4,5.11,40.39,0
28,12,51.03,89.68,3,0,9.95,4,9.28,31.24,1
56,3,67.07,87.66,0,0,3.28,4,11.35,16.35,0
26,6,51.63,60.65,2,3,6.96,2,10.25,42.86,1
33,11,48.73,72.64,1,0,15.87,3,12.33,19.71,1
21,3,52.15,61.37,1,1,10.45,1,6.15,30.56,1
35,12,44.18,61.77,4,1,4.9,3,10.03,16.16,1
52,4,52.92,30.11,0,1,6.01,1,6.33,51.75,1
34,1,43.93,59.79,5,0,6.75,4,10.49,32.04,1
41,5,36.52,72.43,0,1,2.13,2,14.11,19.91,1
51,1,48.87,32.5,1,1,13.32,3,14.98,32.21,1
47,1,48.54,54.42,5,3,13.92,4,13.06,26.4,1
18,10,78.13,84.11,6,1,9.08,4,11.48,48.92,1
58,11,37.91,53.82,2,0,1.21,4,11.12,26.05,0
11,11,47.61,72.64,2,0,8.42,4,10.71,17.63,1
57,7,46.15,50.2,4,1,3.56,2,14.29,21.09,1
23,12,43.28,81.14,3,1,11.32,5,1.86,9.43,0
48,6,57.7,70.11,2,1,7.67,2,10.16,30.12,1
22,2,83.57,61.23,5,1,5.92,5,10.86,25.58,1
17,11,45.19,35.33,0,2,13.19,4,5.84,31.76,1
5,12,57.74,61.59,3,3,9.54,3,1.0,33.55,0
44,2,21.31,84.97,2,0,2.0,5,6.95,19.9,1
11,11,44.1,98.25,1,2,17.72,4,15.4,23.3,1
30,7,73.33,71.71,3,2,5.47,3,19.9,50.72,1
15,1,49.18,73.5,3,0,4.21,3,1.0,18.37,0
27,2,57.54,64.84,2,2,1.72,4,12.66,46.3,1
35,12,40.66,93.44,0,2,5.46,1,9.12,37.62,1
33,8,53.86,71.39,3,1,7.82,3,8.34,60.0,0
20,6,74.49,88.41,1,1,2.43,2,5.19,39.82,1
16,2,32.6,78.72,2,0,2.69,5,10.23,30.76,1
34,7,82.8,76.84,3,1,1.24,3,1.0,35.42,0
2,4,26.81,59.7,0,2,9.24,5,13.49,35.32,1
35,2,42.72,100.0,1,0,3.5,2,18.14,39.21,0
40,12,37.46,96.99,2,0,11.69,3,7.74,25.19,1
56,6,45.91,100.0,1,0,5.6,4,3.8,16.67,1
28,11,37.27,58.51,1,4,10.79,3,4.14,13.84,1
47,9,36.13,78.96,3,1,8.19,2,8.3,18.38,1
39,11,32.2,63.1,4,0,17.33,3,4.56,42.48,1
6,9,59.66,81.65,3,1,5.33,1,9.73,27.5,0
9,8,46.43,79.38,2,1,5.84,3,11.86,44.26,1
20,3,42.51,68.79,2,1,5.43,8,8.44,17.37,1
1,3,54.23,71.57,6,1,4.84,4,9.34,35.91,0
8,2,27.58,100.0,3,0,3.28,4,12.58,21.33,1
55,5,54.6,72.97,0,0,3.12,2,8.43,42.15,0
23,12,48.59,41.96,3,0,7.45,2,15.44,26.14,1
3,4,49.05,66.96,2,0,2.84,1,12.96,39.9,1
4,7,57.79,58.57,1,0,13.73,4,10.85,22.49,1
58,4,74.65,61.2,3,1,6.04,1,9.92,22.55,1
25,9,54.84,85.64,1,2,13.38,4,11.2,50.0,0
47,12,47.0,88.36,4,2,9.49,2,14.33,47.11,0
38,12,32.26,62.35,2,0,3.28,4,9.64,16.25,1
15,2,14.14,66.74,1,1,10.95,5,13.15,20.37,1
21,11,51.92,64.53,3,2,3.73,2,12.61,21.18,1
35,6,31.11,97.77,1,0,0.76,0,3.93,12.1,1
57,7,11.9,88.81,1,0,5.75,2,15.34,8.62,1
53,4,44.74,85.15,1,0,15.57,5,9.29,48.15,1
53,6,53.59,59.52,3,1,5.56,3,5.31,41.68,1
46,7,61.16,49.36,1,1,4.89,2,13.96,12.83,1
52,4,65.92,93.46,1,0,9.08,7,9.78,10.13,1
14,8,63.14,100.0,0,1,3.21,0,6.05,44.85,0
36,9,63.54,48.65,2,0,16.11,1,13.2,38.93,0
12,1,27.98,100.0,1,0,1.86,3,9.54,36.43,1
17,7,47.76,73.41,3,0,5.85,2,9.69,40.27,1
39,9,58.7,77.52,2,1,7.03,2,11.69,32.63,0
9,12,50.7,55.23,1,1,2.56,3,3.0,26.93,0
35,10,47.67,48.38,3,2,2.45,5,11.65,6.29,0
13,5,50.42,41.04,1,0,3.25,0,13.36,26.13,0
15,12,53.68,90.46,1,0,6.41,1,10.61,27.78,0
18,2,48.85,73.76,2,1,17.98,5,10.4,31.31,0
51,10,37.31,81.91,2,1,7.66,1,15.98,32.06,1
33,6,24.46,92.0,1,1,4.88,4,3.93,48.77,1
6,12,46.94,73.56,2,0,9.87,4,12.5,48.31,1
59,12,50.86,100.0,1,2,8.86,1,11.43,21.16,0
27,7,50.7,62.62,1,0,2.36,6,4.4,21.87,0
23,2,64.29,68.74,1,3,4.79,1,9.96,27.96,0
59,2,66.96,61.46,2,1,5.12,0,13.3,55.23,1
27,10,48.44,87.53,1,1,13.98,6,12.44,25.45,1
34,12,48.55,91.7,0,0,7.64,5,9.44,17.48,1
56,10,58.6,68.21,2,2,4.82,2,7.45,36.87,1
46,1,56.4,54.1,3,2,5.17,2,10.5,27.25,1
38,4,43.36,93.46,2,1,11.15,3,9.41,31.78,1
14,7,59.89,61.79,4,0,9.24,3,11.61,24.76,1
36,9,47.8,68.96,0,3,4.53,2,7.3,29.25,0
53,3,48.12,58.9,1,1,3.11,2,9.41,37.95,1
8,12,56.5,79.31,0,2,4.32,5,13.87,29.7,1
35,11,45.48,63.45,1,1,5.91,3,14.83,31.35,1
19,7,51.42,85.52,3,3,6.22,4,6.13,29.05,1
30,7,54.46,66.6,3,3,9.23,4,5.01,20.14,1
14,7,62.26,83.07,2,1,4.23,5,1.45,30.11,0
59,2,61.22,61.13,1,4,9.7,0,8.51,26.56,0
20,6,54.01,93.39,1,2,0.15,2,16.95,44.89,1
49,2,10.87,67.5,1,1,7.21,3,12.2,53.86,1
25,6,53.65,76.35,4,1,4.42,4,13.48,25.65,1
40,10,55.97,57.18,2,0,3.66,3,10.23,26.75,1
24,3,59.01,74.76,3,1,17.24,3,12.63,41.9,1
14,2,35.66,57.74,0,1,8.02,6,8.08,23.41,1
26,12,18.17,74.34,1,1,23.42,4,10.69,34.9,1
38,6,62.09,60.58,0,0,3.34,1,12.34,30.33,1
23,2,31.63,72.67,1,1,14.81,4,15.24,24.15,1
22,5,68.33,81.99,3,2,3.55,8,11.91,43.07,0
48,2,41.32,54.41,2,0,8.32,5,9.92,24.98,1
57,3,34.59,74.35,3,3,1.19,2,5.96,24.72,1
19,3,55.24,81.12,5,0,6.87,3,8.84,7.34,0
46,6,59.24,81.06,3,0,10.16,6,11.86,33.76,1
51,6,58.35,100.0,0,0,2.57,3,9.0,24.85,1
3,10,57.52,63.83,2,0,10.31,2,5.87,20.75,1
42,3,39.38,74.96,4,1,12.25,2,12.48,12.17,1
19,3,27.1,100.0,1,1,6.97,2,9.81,33.56,1
9,12,44.16,54.4,1,0,4.43,3,7.01,34.29,0
28,1,32.81,40.54,1,0,7.89,3,1.25,16.96,1
20,7,56.49,83.03,3,2,9.34,2,10.15,31.98,1
45,8,63.11,90.65,0,1,7.22,2,8.42,10.02,0
7,2,52.59,43.35,5,1,6.02,4,20.03,48.26,1
14,4,49.99,70.2,1,1,2.85,3,15.51,27.32,1
9,10,45.34,59.73,2,1,4.14,4,5.53,34.66,0
59,7,64.71,79.65,1,1,7.54,1,14.78,33.06,1
55,8,22.54,74.49,1,1,7.34,3,10.39,43.84,1
57,1,31.91,94.63,2,2,8.51,2,14.17,29.07,1
19,4,77.4,54.83,2,1,2.06,4,20.84,19.1,1
47,6,31.18,80.79,1,1,4.3,0,7.92,34.01,1
52,3,57.97,84.32,2,1,4.66,3,8.23,43.48,0
14,5,61.05,75.76,1,0,12.99,4,6.22,41.9,1
56,10,21.11,44.9,1,1,4.77,4,13.47,20.91,1
38,9,23.99,81.23,2,1,12.98,1,13.28,23.55,1
53,11,68.97,64.04,1,1,7.88,4,17.07,31.8,1
36,3,35.41,48.85,4,0,4.6,1,12.55,37.7,1
40,5,35.82,80.54,1,2,14.67,3,4.33,12.33,1
17,8,42.19,86.51,1,0,6.24,0,15.99,32.02,1
30,6,35.44,65.77,2,0,8.6,4,11.29,35.17,1
9,4,57.89,87.51,1,2,11.21,2,8.99,24.47,0
33,8,32.27,87.66,1,5,6.95,2,6.38,32.86,0
56,11,20.51,74.74,3,0,4.5,1,13.77,45.45,1
52,3,67.35,83.95,1,1,8.67,5,4.43,35.25,1
25,3,33.01,89.65,2,0,8.94,4,17.28,23.75,0
14,4,38.72,82.88,3,0,1.97,8,9.92,36.29,0
11,9,62.45,40.7,2,1,13.31,6,1.18,20.65,1
53,5,51.05,37.19,0,0,7.86,2,11.49,41.76,0
35,8,66.69,90.99,1,2,5.84,4,11.01,35.12,0
41,6,62.68,64.67,3,1,10.07,0,9.23,58.83,1
59,3,43.2,67.56,2,0,11.36,4,17.24,38.78,1
14,8,65.33,100.0,2,2,2.15,1,14.35,41.64,0
30,12,52.52,63.99,2,1,1.73,5,4.57,28.33,0
41,9,41.02,72.92,3,1,17.06,6,12.42,26.3,1
4,8,54.36,75.19,0,0,1.62,2,13.59,26.35,1
59,4,30.36,71.81,3,3,2.12,2,8.16,24.92,1
4,11,62.51,95.16,4,1,8.55,4,8.76,51.26,0
28,6,60.56,69.38,2,0,4.25,6,9.87,19.88,1
8,1,51.81,85.79,4,1,14.18,3,3.98,31.76,1
2,4,21.23,76.05,1,0,4.65,6,8.57,21.27,1
41,8,67.32,89.5,2,2,8.87,2,10.15,32.44,0
46,1,56.56,54.42,2,1,10.94,1,14.54,28.19,1
22,3,49.66,41.2,2,3,4.14,4,7.43,26.08,1
41,1,47.29,75.45,2,1,3.45,3,10.3,36.67,1
56,9,41.95,62.29,3,0,8.92,3,6.21,41.3,1
55,2,44.83,96.97,1,0,1.23,3,6.97,40.94,1
16,9,61.54,73.75,1,0,7.63,3,6.88,31.28,0
29,4,42.25,78.3,4,0,3.48,7,7.94,21.28,0
49,2,45.89,70.39,0,1,11.7,3,10.55,21.52,1
48,4,48.09,65.23,3,0,10.87,1,11.97,22.2,1
30,12,48.5,75.86,4,1,13.44,3,13.8,31.96,1
12,11,40.73,90.22,4,0,5.54,3,4.91,33.72,1
35,11,47.45,70.31,1,2,11.58,1,11.6,33.48,1
11,10,55.15,69.26,3,0,9.83,2,4.01,31.31,0
46,6,36.43,87.07,2,2,5.76,3,1.0,31.42,0
50,11,47.52,49.73,2,2,13.63,0,11.49,22.97,1
21,7,78.96,92.83,3,4,8.31,3,10.8,10.8,1
21,3,49.05,62.9,1,1,7.32,0,14.07,28.78,1
5,3,36.04,89.17,5,1,1.72,2,5.93,43.17,1
48,12,34.29,79.41,1,2,0.91,4,8.21,33.8,1
20,10,31.02,43.74,6,1,13.03,3,11.63,17.41,1
37,12,74.41,75.18,2,2,7.38,1,8.72,32.37,1
3,8,65.12,94.71,0,0,12.24,3,8.89,16.47,0
44,5,30.66,70.45,3,1,10.72,1,11.28,32.84,1
33,4,53.21,71.82,4,0,6.63,7,14.01,31.58,1
53,7,68.37,63.49,3,1,3.93,4,15.41,18.26,1
9,7,49.39,92.93,3,3,5.82,3,12.99,27.38,1
9,9,42.63,68.06,3,0,14.66,3,6.55,21.65,0
4,9,83.61,100.0,3,2,3.55,2,5.61,40.04,1
35,5,21.42,92.33,0,1,7.94,0,21.26,48.1,1
17,12,89.49,94.98,1,2,6.61,2,8.11,13.74,1
34,8,50.9,76.2,3,2,15.75,2,8.66,28.97,1
24,10,69.36,67.71,3,0,4.3,3,10.12,20.04,1
32,1,31.99,82.18,0,0,10.48,2,3.75,22.9,0
1,9,39.12,98.28,2,2,10.99,3,6.15,40.02,0
8,8,33.8,100.0,2,0,12.63,2,12.11,30.66,0
45,6,48.48,47.14,0,2,5.65,3,3.7,34.02,1
23,3,54.62,100.0,4,0,8.35,0,7.39,34.6,0
47,3,66.0,78.78,3,2,6.98,3,5.29,27.6,0
40,8,24.33,86.69,3,1,13.3,3,7.38,11.94,1
12,5,52.35,61.57,1,1,5.22,7,8.54,35.89,1
54,10,63.42,60.54,2,1,2.78,2,13.34,6.23,1
12,11,66.23,53.42,1,0,15.04,1,13.46,12.68,1
46,7,43.39,100.0,1,0,11.97,1,10.11,7.93,1
47,5,43.58,64.68,4,0,12.73,3,9.17,16.79,1
15,8,48.62,73.62,0,0,11.85,1,4.04,23.84,1
41,10,52.79,70.48,3,2,13.58,3,3.65,32.33,0
19,10,69.54,59.69,2,2,3.58,4,10.99,30.98,1
26,4,31.85,72.02,3,0,4.1,4,14.94,26.94,1
52,2,38.21,76.32,3,1,12.34,3,10.68,22.2,0
29,3,30.03,93.73,2,2,10.41,2,10.4,13.51,1
22,8,56.42,59.11,3,1,17.1,5,18.05,26.75,1
40,11,66.52,66.25,0,0,6.56,3,12.8,32.55,1
21,7,28.69,83.25,2,2,4.26,4,4.79,37.38,0
51,2,51.33,75.68,1,0,5.45,2,5.07,39.41,0
38,6,65.44,75.96,2,3,0.92,3,8.01,46.22,0
20,9,61.77,60.43,1,0,5.82,2,5.47,30.47,0
57,4,61.59,86.68,1,2,7.29,1,7.44,44.61,1
29,9,32.15,96.2,1,1,3.29,5,9.93,24.51,0
51,2,61.54,94.82,4,0,12.96,2,4.87,10.34,0
4,2,47.21,72.1,1,0,9.14,2,9.82,38.98,0
55,9,66.05,36.26,2,2,5.1,4,10.75,31.19,1
7,12,56.74,78.51,3,1,0.82,3,19.07,28.8,1
28,7,37.77,76.5,0,1,4.86,0,9.23,30.66,1
28,7,54.18,59.73,1,1,6.09,4,8.11,18.45,1
4,1,62.28,62.68,1,1,2.53,6,17.44,18.16,1
22,11,42.4,60.07,0,0,10.11,0,3.97,28.6,0
12,6,51.93,79.12,1,2,6.04,1,19.91,35.81,0
45,7,29.95,62.66,4,0,6.66,3,11.29,27.73,1
3,11,58.24,77.48,2,0,1.68,4,14.5,6.85,1
22,6,49.16,100.0,2,1,1.19,1,8.52,12.55,1
44,6,63.71,72.21,2,1,10.19,8,4.43,23.61,0
2,2,57.81,57.6,2,0,4.45,2,5.08,32.31,1
24,6,43.89,53.2,1,1,4.62,5,11.81,28.73,1
34,4,37.3,79.95,2,1,2.7,5,17.73,25.63,1
27,9,33.85,100.0,0,0,5.15,4,5.46,17.2,1
55,12,42.39,61.48,2,1,13.05,2,10.76,33.76,1
41,1,63.31,42.68,2,1,1.4,1,3.93,48.03,0
1,8,23.66,100.0,4,1,9.92,2,14.87,51.32,1
8,5,34.46,100.0,2,0,8.58,2,11.3,24.64,1
23,1,62.88,86.35,2,0,4.06,2,3.35,18.36,0
38,4,69.93,81.46,3,0,2.34,3,10.93,23.9,0
6,1,35.25,76.0,6,3,2.92,2,11.8,14.69,1
22,6,34.3,85.22,2,0,4.93,3,14.51,25.49,1
25,2,71.11,84.52,1,0,5.3,3,11.7,29.7,0
18,5,48.15,79.24,3,0,6.19,5,1.0,22.81,0
17,7,36.58,60.72,3,2,10.6,4,1.3,16.46,1
12,2,65.67,79.17,2,0,5.6,1,11.89,29.05,1
6,6,57.55,73.52,1,0,4.77,3,2.42,42.38,0
26,6,61.05,62.97,4,3,2.57,5,23.26,32.96,1
27,5,37.36,79.13,1,1,4.06,4,10.86,26.82,1
8,5,55.62,67.71,2,2,10.59,3,12.25,38.92,1
19,3,68.69,76.02,4,1,18.46,4,7.79,30.32,0
42,10,59.61,81.85,3,0,4.11,6,10.7,15.98,1
1,10,63.8,83.97,0,0,6.27,1,20.03,39.83,0
57,11,71.05,68.08,4,4,9.53,1,8.96,29.0,0
29,12,56.42,81.76,1,0,14.64,4,12.3,16.15,0
45,2,41.52,85.25,5,0,5.4,1,13.14,31.53,1
49,7,63.16,89.61,2,1,3.1,0,6.08,12.33,1
35,1,33.41,79.57,3,2,9.13,4,10.47,23.81,1
40,6,46.67,84.08,3,1,6.21,1,11.31,36.25,1
14,6,58.82,68.68,3,4,8.84,2,15.32,16.55,1
35,3,10.0,100.0,0,0,20.65,3,8.22,22.95,1
